title,text,category,content,word_count,char_count,content_clean
Pipeline de Machine Learning,Como criar pipelines completos com Scikit-learn: pré-processamento + modelo + avaliação.,Data Science,Pipeline de Machine Learning. Como criar pipelines completos com Scikit-learn: pré-processamento + modelo + avaliação.,15,118,pipeline machine learning criar pipelines completos scikit learn pré processamento modelo avaliação
Overfitting e Underfitting,Entendendo os problemas de generalização de modelos e técnicas de regularização.,Data Science,Overfitting e Underfitting. Entendendo os problemas de generalização de modelos e técnicas de regularização.,14,108,overfitting underfitting entendendo problemas generalização modelos técnicas regularização
Feature Engineering básico,Criação e seleção de features para melhorar a performance de modelos de machine learning.,Data Science,Feature Engineering básico. Criação e seleção de features para melhorar a performance de modelos de machine learning.,17,117,feature engineering básico criação seleção features melhorar performance modelos machine learning
Validação cruzada,K-Fold Cross Validation e como usá-la para avaliar modelos de forma mais robusta.,Data Science,Validação cruzada. K-Fold Cross Validation e como usá-la para avaliar modelos de forma mais robusta.,15,100,validação cruzada fold cross validation usá avaliar modelos forma robusta
Classificação de textos com Python,Do texto bruto ao modelo: TF-IDF + Logistic Regression para categorizar documentos.,Data Science,Classificação de textos com Python. Do texto bruto ao modelo: TF-IDF + Logistic Regression para categorizar documentos.,17,119,classificação textos python texto bruto modelo idf logistic regression categorizar documentos
Visualização de dados com Seaborn,Criando gráficos estatísticos e análises exploratórias com Matplotlib e Seaborn.,Data Science,Visualização de dados com Seaborn. Criando gráficos estatísticos e análises exploratórias com Matplotlib e Seaborn.,15,115,visualização dados seaborn criando gráficos estatísticos análises exploratórias matplotlib seaborn
Serialização de modelos com joblib,Como salvar e carregar modelos treinados de machine learning com joblib e pickle.,Data Science,Serialização de modelos com joblib. Como salvar e carregar modelos treinados de machine learning com joblib e pickle.,18,117,serialização modelos joblib salvar carregar modelos treinados machine learning joblib pickle
Tratamento de dados desbalanceados,"Técnicas como class_weight, SMOTE e undersampling para datasets desbalanceados.",Data Science,"Tratamento de dados desbalanceados. Técnicas como class_weight, SMOTE e undersampling para datasets desbalanceados.",13,115,tratamento dados desbalanceados técnicas class weight smote undersampling datasets desbalanceados
Introdução a NLP,Conceitos fundamentais de Processamento de Linguagem Natural e bag-of-words.,Data Science,Introdução a NLP. Conceitos fundamentais de Processamento de Linguagem Natural e bag-of-words.,12,94,introdução nlp conceitos fundamentais processamento linguagem natural bag words
Regressão logística explicada,"Como funciona a regressão logística, interpretação de coeficientes e uso em classificação binária e multiclasse.",Data Science,"Regressão logística explicada. Como funciona a regressão logística, interpretação de coeficientes e uso em classificação binária e multiclasse.",18,143,regressão logística explicada funciona regressão logística interpretação coeficientes uso classificação binária multiclasse
TF-IDF na prática,Implementando TF-IDF com scikit-learn para representar textos e treinar classificadores.,Data Science,TF-IDF na prática. Implementando TF-IDF com scikit-learn para representar textos e treinar classificadores.,13,107,idf prática implementando idf scikit learn representar textos treinar classificadores
Matriz de confusão detalhada,"Interpretando true positives, false positives, precision e recall a partir da matriz de confusão.",Data Science,"Matriz de confusão detalhada. Interpretando true positives, false positives, precision e recall a partir da matriz de confusão.",18,127,matriz confusão detalhada interpretando true positives false positives precision recall partir matriz confusão
Balanceamento de classes,"Usando class_weight, oversampling e undersampling em problemas de classificação desbalanceados.",Data Science,"Balanceamento de classes. Usando class_weight, oversampling e undersampling em problemas de classificação desbalanceados.",13,121,balanceamento classes usando class weight oversampling undersampling problemas classificação desbalanceados
Cross-validation na prática,Aplicando K-Fold e StratifiedKFold para avaliar modelos de forma confiável.,Data Science,Cross-validation na prática. Aplicando K-Fold e StratifiedKFold para avaliar modelos de forma confiável.,13,104,cross validation prática aplicando fold stratifiedkfold avaliar modelos forma confiável
Pipeline do scikit-learn,Encapsulando vectorizer e classificador em um Pipeline para treino e deploy.,Data Science,Pipeline do scikit-learn. Encapsulando vectorizer e classificador em um Pipeline para treino e deploy.,14,102,pipeline scikit learn encapsulando vectorizer classificador pipeline treino deploy
Feature importance,Entendendo quais palavras ou features mais influenciam a predição do modelo.,Data Science,Feature importance. Entendendo quais palavras ou features mais influenciam a predição do modelo.,13,96,feature importance entendendo quais palavras features influenciam predição modelo
Limpeza de dados textuais,"Normalização, remoção de stopwords, pontuação e ruídos em textos técnicos.",Data Science,"Limpeza de dados textuais. Normalização, remoção de stopwords, pontuação e ruídos em textos técnicos.",14,101,limpeza dados textuais normalização remoção stopwords pontuação ruídos textos técnicos
Métricas para classificação multiclasse,"Macro F1, weighted F1 e micro F1: diferenças e quando usar cada uma.",Data Science,"Métricas para classificação multiclasse. Macro F1, weighted F1 e micro F1: diferenças e quando usar cada uma.",17,109,métricas classificação multiclasse macro weighted micro diferenças usar cada
Overfitting em modelos de texto,Como detectar e evitar overfitting em classificadores baseados em TF-IDF.,Data Science,Overfitting em modelos de texto. Como detectar e evitar overfitting em classificadores baseados em TF-IDF.,15,106,overfitting modelos texto detectar evitar overfitting classificadores baseados idf
Joblib vs Pickle,Serializando modelos de machine learning de forma eficiente com joblib.,Data Science,Joblib vs Pickle. Serializando modelos de machine learning de forma eficiente com joblib.,13,89,joblib pickle serializando modelos machine learning forma eficiente joblib
Análise exploratória de textos,"Word clouds, frequência de termos e distribuição de tamanho de documentos.",Data Science,"Análise exploratória de textos. Word clouds, frequência de termos e distribuição de tamanho de documentos.",15,106,análise exploratória textos word clouds frequência termos distribuição tamanho documentos
Train test split estratificado,Importância do parâmetro stratify para manter proporção de classes no split.,Data Science,Train test split estratificado. Importância do parâmetro stratify para manter proporção de classes no split.,15,108,train test split estratificado importância parâmetro stratify manter proporção classes split
Classificação de documentos técnicos,Construindo um classificador de categorias técnicas com TF-IDF e Logistic Regression.,Data Science,Classificação de documentos técnicos. Construindo um classificador de categorias técnicas com TF-IDF e Logistic Regression.,15,123,classificação documentos técnicos construindo classificador categorias técnicas idf logistic regression
Extração de palavras-chave,Técnicas simples de keyword extraction usando TF-IDF e scores de importância.,Data Science,Extração de palavras-chave. Técnicas simples de keyword extraction usando TF-IDF e scores de importância.,14,105,extração palavras chave técnicas simples keyword extraction usando idf scores importância
Pré-processamento bilíngue,Tratando textos em português e inglês no mesmo pipeline de NLP.,Data Science,Pré-processamento bilíngue. Tratando textos em português e inglês no mesmo pipeline de NLP.,13,91,pré processamento bilíngue tratando textos português inglês pipeline nlp
Avaliação qualitativa do modelo,Além das métricas: analisando erros e exemplos mal classificados.,Data Science,Avaliação qualitativa do modelo. Além das métricas: analisando erros e exemplos mal classificados.,13,98,avaliação qualitativa modelo além métricas analisando erros exemplos mal classificados
N-grams em NLP,Usando unigramas e bigramas no TfidfVectorizer para capturar contexto.,Data Science,N-grams em NLP. Usando unigramas e bigramas no TfidfVectorizer para capturar contexto.,12,86,grams nlp usando unigramas bigramas tfidfvectorizer capturar contexto
Baseline models,Importância de criar modelos baseline simples antes de soluções complexas.,Data Science,Baseline models. Importância de criar modelos baseline simples antes de soluções complexas.,12,91,baseline models importância criar modelos baseline simples antes soluções complexas
Reproducibilidade em DS,"Fixando random_state, versionando dados e modelos para experimentos reproduzíveis.",Data Science,"Reproducibilidade em DS. Fixando random_state, versionando dados e modelos para experimentos reproduzíveis.",12,107,reproducibilidade fixando random state versionando dados modelos experimentos reproduzíveis
Seleção de modelos de classificação,"Comparando Logistic Regression, SVM, Random Forest e Naive Bayes em problemas de texto.",Data Science,"Seleção de modelos de classificação. Comparando Logistic Regression, SVM, Random Forest e Naive Bayes em problemas de texto.",18,124,seleção modelos classificação comparando logistic regression svm random forest naive bayes problemas texto
Curva ROC e AUC,Avaliando classificadores binários com curva ROC e área sob a curva.,Data Science,Curva ROC e AUC. Avaliando classificadores binários com curva ROC e área sob a curva.,15,85,curva roc auc avaliando classificadores binários curva roc área sob curva
Grid Search e hyperparameter tuning,Otimizando hiperparâmetros com GridSearchCV e RandomizedSearchCV no scikit-learn.,Data Science,Grid Search e hyperparameter tuning. Otimizando hiperparâmetros com GridSearchCV e RandomizedSearchCV no scikit-learn.,13,118,grid search hyperparameter tuning otimizando hiperparâmetros gridsearchcv randomizedsearchcv scikit learn
Vetorização de texto além do TF-IDF,"Bag-of-words, TF-IDF e introdução a embeddings para classificação de textos.",Data Science,"Vetorização de texto além do TF-IDF. Bag-of-words, TF-IDF e introdução a embeddings para classificação de textos.",16,113,vetorização texto além idf bag words idf introdução embeddings classificação textos
Pipeline de inferência em produção,"Do texto bruto à predição: limpeza, vetorização e modelo serializado em APIs.",Data Science,"Pipeline de inferência em produção. Do texto bruto à predição: limpeza, vetorização e modelo serializado em APIs.",17,113,pipeline inferência produção texto bruto predição limpeza vetorização modelo serializado apis
Erros de classificação e análise de casos,Analisando falsos positivos e falsos negativos para melhorar o modelo.,Data Science,Erros de classificação e análise de casos. Analisando falsos positivos e falsos negativos para melhorar o modelo.,17,113,erros classificação análise casos analisando falsos positivos falsos negativos melhorar modelo
Stopwords personalizadas,Criando listas de stopwords específicas para domínios técnicos e bilíngues.,Data Science,Stopwords personalizadas. Criando listas de stopwords específicas para domínios técnicos e bilíngues.,12,101,stopwords personalizadas criando listas stopwords específicas domínios técnicos bilíngues
Stratified sampling,Garantindo representatividade das classes em amostras e splits de treino e teste.,Data Science,Stratified sampling. Garantindo representatividade das classes em amostras e splits de treino e teste.,14,102,stratified sampling garantindo representatividade classes amostras splits treino teste
Métricas de negócio vs métricas técnicas,Alinhando accuracy e F1 com o impacto real da solução para o usuário.,Data Science,Métricas de negócio vs métricas técnicas. Alinhando accuracy e F1 com o impacto real da solução para o usuário.,19,111,métricas negócio métricas técnicas alinhando accuracy impacto real solução usuário
Versionamento de datasets e modelos,Boas práticas para versionar dados de treino e artefatos de machine learning.,Data Science,Versionamento de datasets e modelos. Boas práticas para versionar dados de treino e artefatos de machine learning.,17,114,versionamento datasets modelos boas práticas versionar dados treino artefatos machine learning
Explicabilidade simples de modelos,Inspecionando coeficientes da regressão logística e palavras mais importantes por classe.,Data Science,Explicabilidade simples de modelos. Inspecionando coeficientes da regressão logística e palavras mais importantes por classe.,15,125,explicabilidade simples modelos inspecionando coeficientes regressão logística palavras importantes classe
Detecção de idioma,Identificando se o texto está em português ou inglês antes do processamento.,Data Science,Detecção de idioma. Identificando se o texto está em português ou inglês antes do processamento.,15,96,detecção idioma identificando texto português inglês antes processamento
Data leakage em NLP,Evitar vazamento de informação entre treino e teste em pipelines de texto.,Data Science,Data leakage em NLP. Evitar vazamento de informação entre treino e teste em pipelines de texto.,16,95,data leakage nlp evitar vazamento informação treino teste pipelines texto
Avaliação com cross-validation estratificada,Usando StratifiedKFold para métricas mais confiáveis em datasets desbalanceados.,Data Science,Avaliação com cross-validation estratificada. Usando StratifiedKFold para métricas mais confiáveis em datasets desbalanceados.,13,126,avaliação cross validation estratificada usando stratifiedkfold métricas confiáveis datasets desbalanceados
Serialização completa do pipeline,Salvando vectorizer + modelo + metadados juntos com joblib para deploy.,Data Science,Serialização completa do pipeline. Salvando vectorizer + modelo + metadados juntos com joblib para deploy.,15,106,serialização completa pipeline salvando vectorizer modelo metadados juntos joblib deploy
Baseline com DummyClassifier,Criando um baseline ingênuo para saber se o modelo realmente aprendeu.,Data Science,Baseline com DummyClassifier. Criando um baseline ingênuo para saber se o modelo realmente aprendeu.,14,100,baseline dummyclassifier criando baseline ingênuo saber modelo realmente aprendeu
Limpeza de ruído em textos técnicos,"Removendo códigos, logs e trechos irrelevantes de documentações e tutoriais.",Data Science,"Limpeza de ruído em textos técnicos. Removendo códigos, logs e trechos irrelevantes de documentações e tutoriais.",16,113,limpeza ruído textos técnicos removendo códigos logs trechos irrelevantes documentações tutoriais
Aumento de dados textuais,"Técnicas simples de data augmentation para textos: sinônimos, back-translation e parafrase.",Data Science,"Aumento de dados textuais. Técnicas simples de data augmentation para textos: sinônimos, back-translation e parafrase.",15,118,aumento dados textuais técnicas simples data augmentation textos sinônimos back translation parafrase
Monitoramento de modelos em produção,Acompanhando drift de dados e queda de performance de classificadores em produção.,Data Science,Monitoramento de modelos em produção. Acompanhando drift de dados e queda de performance de classificadores em produção.,17,120,monitoramento modelos produção acompanhando drift dados queda performance classificadores produção
Documentação de experimentos de DS,"Registrando hipóteses, métricas e decisões em notebooks e relatórios de ciência de dados.",Data Science,"Documentação de experimentos de DS. Registrando hipóteses, métricas e decisões em notebooks e relatórios de ciência de dados.",18,125,documentação experimentos registrando hipóteses métricas decisões notebooks relatórios ciência dados
ETL com Python,"Criando pipelines de extração, transformação e carga de dados com Python e Pandas.",Data Engineering,"ETL com Python. Criando pipelines de extração, transformação e carga de dados com Python e Pandas.",16,98,etl python criando pipelines extração transformação carga dados python pandas
Apache Airflow basics,"Orquestração de pipelines de dados com Apache Airflow, DAGs, operators e scheduling.",Data Engineering,"Apache Airflow basics. Orquestração de pipelines de dados com Apache Airflow, DAGs, operators e scheduling.",15,107,apache airflow basics orquestração pipelines dados apache airflow dags operators scheduling
Introdução ao Apache Spark,Processamento distribuído de grandes volumes de dados com Spark e PySpark.,Data Engineering,Introdução ao Apache Spark. Processamento distribuído de grandes volumes de dados com Spark e PySpark.,15,102,introdução apache spark processamento distribuído grandes volumes dados spark pyspark
Data Lakes vs Data Warehouses,"Diferenças entre Data Lake, Data Warehouse e Lakehouse na arquitetura de dados moderna.",Data Engineering,"Data Lakes vs Data Warehouses. Diferenças entre Data Lake, Data Warehouse e Lakehouse na arquitetura de dados moderna.",18,118,data lakes data warehouses diferenças data lake data warehouse lakehouse arquitetura dados moderna
Batch vs Streaming,Processamento em lote versus processamento em tempo real com Kafka e Spark Streaming.,Data Engineering,Batch vs Streaming. Processamento em lote versus processamento em tempo real com Kafka e Spark Streaming.,16,105,batch streaming processamento lote versus processamento tempo real kafka spark streaming
Construindo um pipeline de dados,"Arquitetura de um pipeline completo: ingestão, transformação, qualidade e carga.",Data Engineering,"Construindo um pipeline de dados. Arquitetura de um pipeline completo: ingestão, transformação, qualidade e carga.",15,114,construindo pipeline dados arquitetura pipeline completo ingestão transformação qualidade carga
dbt para transformação de dados,Usando dbt (data build tool) para transformações SQL versionadas e testáveis.,Data Engineering,dbt para transformação de dados. Usando dbt (data build tool) para transformações SQL versionadas e testáveis.,16,110,dbt transformação dados usando dbt data build tool transformações sql versionadas testáveis
Qualidade de dados,"Validações, testes de qualidade e monitoramento de dados em pipelines de engenharia.",Data Engineering,"Qualidade de dados. Validações, testes de qualidade e monitoramento de dados em pipelines de engenharia.",15,104,qualidade dados validações testes qualidade monitoramento dados pipelines engenharia
Ingestão de dados com Python,"Lendo dados de APIs, CSVs, bancos relacionais e gravando em destinos diversos.",Data Engineering,"Ingestão de dados com Python. Lendo dados de APIs, CSVs, bancos relacionais e gravando em destinos diversos.",17,108,ingestão dados python lendo dados apis csvs bancos relacionais gravando destinos diversos
Particionamento e performance,Técnicas de particionamento de dados para melhorar performance em Data Lakes.,Data Engineering,Particionamento e performance. Técnicas de particionamento de dados para melhorar performance em Data Lakes.,14,108,particionamento performance técnicas particionamento dados melhorar performance data lakes
Apache Kafka fundamentos,"Mensageria e streaming de eventos com Apache Kafka: tópicos, producers e consumers.",Data Engineering,"Apache Kafka fundamentos. Mensageria e streaming de eventos com Apache Kafka: tópicos, producers e consumers.",15,109,apache kafka fundamentos mensageria streaming eventos apache kafka tópicos producers consumers
Orquestração de workflows,"Comparando Airflow, Prefect e Dagster para orquestração de pipelines de dados.",Data Engineering,"Orquestração de workflows. Comparando Airflow, Prefect e Dagster para orquestração de pipelines de dados.",14,105,orquestração workflows comparando airflow prefect dagster orquestração pipelines dados
Arquitetura de um Data Pipeline,"Componentes essenciais: ingestão, validação, transformação, armazenamento e orquestração.",Data Engineering,"Arquitetura de um Data Pipeline. Componentes essenciais: ingestão, validação, transformação, armazenamento e orquestração.",13,122,arquitetura data pipeline componentes essenciais ingestão validação transformação armazenamento orquestração
ETL vs ELT,Diferenças entre ETL e ELT e impacto na arquitetura moderna de dados.,Data Engineering,ETL vs ELT. Diferenças entre ETL e ELT e impacto na arquitetura moderna de dados.,15,81,etl elt diferenças etl elt impacto arquitetura moderna dados
Orquestração com Airflow,"Criando DAGs, definindo dependências e agendando pipelines com Apache Airflow.",Data Engineering,"Orquestração com Airflow. Criando DAGs, definindo dependências e agendando pipelines com Apache Airflow.",13,104,orquestração airflow criando dags definindo dependências agendando pipelines apache airflow
Qualidade de dados em pipelines,"Testes de null, duplicidade, ranges e schemas em fluxos de engenharia de dados.",Data Engineering,"Qualidade de dados em pipelines. Testes de null, duplicidade, ranges e schemas em fluxos de engenharia de dados.",18,112,qualidade dados pipelines testes null duplicidade ranges schemas fluxos engenharia dados
Ingestão de APIs para Data Lake,Extraindo dados de APIs REST e gravando em formato particionado no Object Storage.,Data Engineering,Ingestão de APIs para Data Lake. Extraindo dados de APIs REST e gravando em formato particionado no Object Storage.,19,115,ingestão apis data lake extraindo dados apis rest gravando formato particionado object storage
"Formatos de arquivo: CSV, Parquet e JSON",Quando usar cada formato em pipelines de dados e impacto em performance.,Data Engineering,"Formatos de arquivo: CSV, Parquet e JSON. Quando usar cada formato em pipelines de dados e impacto em performance.",19,114,formatos arquivo csv parquet json usar cada formato pipelines dados impacto performance
Particionamento de dados,Estratégias de partição por data e categoria para consultas mais eficientes.,Data Engineering,Particionamento de dados. Estratégias de partição por data e categoria para consultas mais eficientes.,14,102,particionamento dados estratégias partição data categoria consultas eficientes
Processamento batch com Python,"Lendo, transformando e gravando grandes volumes de dados com Pandas e PySpark.",Data Engineering,"Processamento batch com Python. Lendo, transformando e gravando grandes volumes de dados com Pandas e PySpark.",16,110,processamento batch python lendo transformando gravando grandes volumes dados pandas pyspark
Data contracts,Definindo contratos de dados entre produtores e consumidores para evitar quebras.,Data Engineering,Data contracts. Definindo contratos de dados entre produtores e consumidores para evitar quebras.,13,97,data contracts definindo contratos dados produtores consumidores evitar quebras
Monitoramento de pipelines,"Alertas, SLAs e observabilidade em fluxos de dados críticos.",Data Engineering,"Monitoramento de pipelines. Alertas, SLAs e observabilidade em fluxos de dados críticos.",12,88,monitoramento pipelines alertas slas observabilidade fluxos dados críticos
CDC - Change Data Capture,Capturando mudanças em bancos relacionais para alimentar pipelines em tempo quase real.,Data Engineering,CDC - Change Data Capture. Capturando mudanças em bancos relacionais para alimentar pipelines em tempo quase real.,17,114,cdc change data capture capturando mudanças bancos relacionais alimentar pipelines tempo quase real
Transformações com SQL,Usando SQL e dbt para transformações versionadas e testáveis em warehouses.,Data Engineering,Transformações com SQL. Usando SQL e dbt para transformações versionadas e testáveis em warehouses.,14,99,transformações sql usando sql dbt transformações versionadas testáveis warehouses
Idempotência em pipelines,Garantindo que reprocessamentos não gerem dados duplicados ou inconsistentes.,Data Engineering,Idempotência em pipelines. Garantindo que reprocessamentos não gerem dados duplicados ou inconsistentes.,12,104,idempotência pipelines garantindo reprocessamentos gerem dados duplicados inconsistentes
Data Lake na OCI,"Montando um Data Lake simples com Object Storage, pastas e particionamento.",Data Engineering,"Data Lake na OCI. Montando um Data Lake simples com Object Storage, pastas e particionamento.",15,93,data lake oci montando data lake simples object storage pastas particionamento
Agendamento e retries,"Configurando retries, timeouts e backfill em orquestradores de dados.",Data Engineering,"Agendamento e retries. Configurando retries, timeouts e backfill em orquestradores de dados.",12,92,agendamento retries configurando retries timeouts backfill orquestradores dados
Medallion architecture,"Camadas Bronze, Silver e Gold para organizar dados em um Lakehouse.",Data Engineering,"Medallion architecture. Camadas Bronze, Silver e Gold para organizar dados em um Lakehouse.",13,91,medallion architecture camadas bronze silver gold organizar dados lakehouse
Ingestão incremental,Estratégias de carga incremental por data de atualização e watermarks.,Data Engineering,Ingestão incremental. Estratégias de carga incremental por data de atualização e watermarks.,12,92,ingestão incremental estratégias carga incremental data atualização watermarks
Schema evolution,Lidando com mudanças de schema em pipelines sem quebrar consumidores.,Data Engineering,Schema evolution. Lidando com mudanças de schema em pipelines sem quebrar consumidores.,12,87,schema evolution lidando mudanças schema pipelines quebrar consumidores
Data quality frameworks,Implementando checks de qualidade com Great Expectations ou validações customizadas.,Data Engineering,Data quality frameworks. Implementando checks de qualidade com Great Expectations ou validações customizadas.,13,109,data quality frameworks implementando checks qualidade great expectations validações customizadas
Orquestração de pipelines complexos,"DAGs com dependências, branches e sensors no Apache Airflow.",Data Engineering,"Orquestração de pipelines complexos. DAGs com dependências, branches e sensors no Apache Airflow.",13,97,orquestração pipelines complexos dags dependências branches sensors apache airflow
Processamento paralelo com Python,Usando multiprocessing e jobs paralelos para acelerar transformações de dados.,Data Engineering,Processamento paralelo com Python. Usando multiprocessing e jobs paralelos para acelerar transformações de dados.,14,113,processamento paralelo python usando multiprocessing jobs paralelos acelerar transformações dados
Catalogação de dados,Importância de data catalogs para descoberta e governança de datasets.,Data Engineering,Catalogação de dados. Importância de data catalogs para descoberta e governança de datasets.,13,92,catalogação dados importância data catalogs descoberta governança datasets
SLAs de dados,Definindo e monitorando prazos de entrega e atualização de datasets críticos.,Data Engineering,SLAs de dados. Definindo e monitorando prazos de entrega e atualização de datasets críticos.,14,92,slas dados definindo monitorando prazos entrega atualização datasets críticos
Carga de dados no Object Storage,Gravando arquivos particionados em buckets como zona de staging de um Data Lake.,Data Engineering,Carga de dados no Object Storage. Gravando arquivos particionados em buckets como zona de staging de um Data Lake.,19,114,carga dados object storage gravando arquivos particionados buckets zona staging data lake
Transformações idempotentes,Projetando steps de pipeline que podem ser reexecutados com segurança.,Data Engineering,Transformações idempotentes. Projetando steps de pipeline que podem ser reexecutados com segurança.,12,99,transformações idempotentes projetando steps pipeline podem reexecutados segurança
Backfill de dados históricos,Reprocessando períodos antigos sem impactar a carga diária de produção.,Data Engineering,Backfill de dados históricos. Reprocessando períodos antigos sem impactar a carga diária de produção.,14,101,backfill dados históricos reprocessando períodos antigos impactar carga diária produção
Linha do tempo de um pipeline,Do agendamento à materialização: etapas e pontos de falha comuns.,Data Engineering,Linha do tempo de um pipeline. Do agendamento à materialização: etapas e pontos de falha comuns.,16,96,linha tempo pipeline agendamento materialização etapas pontos falha comuns
Integração com bancos relacionais,Extração eficiente de tabelas com queries incrementais e particionamento.,Data Engineering,Integração com bancos relacionais. Extração eficiente de tabelas com queries incrementais e particionamento.,13,108,integração bancos relacionais extração eficiente tabelas queries incrementais particionamento
Observabilidade de dados,"Métricas de volume, latência e qualidade para pipelines de engenharia de dados.",Data Engineering,"Observabilidade de dados. Métricas de volume, latência e qualidade para pipelines de engenharia de dados.",15,105,observabilidade dados métricas volume latência qualidade pipelines engenharia dados
Padrões de arquivo em Data Lakes,"Organização de pastas por data, origem e evento para facilitar o consumo.",Data Engineering,"Padrões de arquivo em Data Lakes. Organização de pastas por data, origem e evento para facilitar o consumo.",18,107,padrões arquivo data lakes organização pastas data origem evento facilitar consumo
CI/CD com GitHub Actions,"Automatizando build, testes e deploy com GitHub Actions e pipelines de CI/CD.",DevOps,"CI/CD com GitHub Actions. Automatizando build, testes e deploy com GitHub Actions e pipelines de CI/CD.",16,103,github actions automatizando build testes deploy github actions pipelines
Terraform na prática,Infraestrutura como código com Terraform. Provisionando recursos na nuvem de forma declarativa.,DevOps,Terraform na prática. Infraestrutura como código com Terraform. Provisionando recursos na nuvem de forma declarativa.,15,117,terraform prática infraestrutura código terraform provisionando recursos nuvem forma declarativa
Docker e Kubernetes juntos,Do container ao cluster: boas práticas de DevOps com Docker e Kubernetes.,DevOps,Docker e Kubernetes juntos. Do container ao cluster: boas práticas de DevOps com Docker e Kubernetes.,16,101,docker kubernetes juntos container cluster boas práticas devops docker kubernetes
Dockerfile otimizado,"Boas práticas para criar Dockerfiles multi-stage, leves e seguros.",DevOps,"Dockerfile otimizado. Boas práticas para criar Dockerfiles multi-stage, leves e seguros.",11,88,dockerfile otimizado boas práticas criar dockerfiles multi stage leves seguros
Monitoramento com Prometheus,Coletando métricas de aplicações e infraestrutura com Prometheus e Grafana.,DevOps,Monitoramento com Prometheus. Coletando métricas de aplicações e infraestrutura com Prometheus e Grafana.,13,105,monitoramento prometheus coletando métricas aplicações infraestrutura prometheus grafana
GitFlow e branching strategies,"Estratégias de branching: GitFlow, Trunk Based Development e Conventional Commits.",DevOps,"GitFlow e branching strategies. Estratégias de branching: GitFlow, Trunk Based Development e Conventional Commits.",14,114,gitflow branching strategies estratégias branching gitflow trunk based development conventional commits
Infrastructure as Code,"Conceitos de IaC e comparação entre Terraform, Pulumi e CloudFormation.",DevOps,"Infrastructure as Code. Conceitos de IaC e comparação entre Terraform, Pulumi e CloudFormation.",13,95,infrastructure code conceitos iac comparação terraform pulumi cloudformation
Deploy contínuo na prática,Implementando Continuous Deployment com testes automatizados e rollbacks.,DevOps,Deploy contínuo na prática. Implementando Continuous Deployment com testes automatizados e rollbacks.,12,101,deploy contínuo prática implementando continuous deployment testes automatizados rollbacks
Secrets management,Gerenciando segredos e credenciais de forma segura em pipelines e aplicações.,DevOps,Secrets management. Gerenciando segredos e credenciais de forma segura em pipelines e aplicações.,13,97,secrets management gerenciando segredos credenciais forma segura pipelines aplicações
Observabilidade moderna,"Logs, métricas e traces: os três pilares da observabilidade em sistemas distribuídos.",DevOps,"Observabilidade moderna. Logs, métricas e traces: os três pilares da observabilidade em sistemas distribuídos.",14,110,observabilidade moderna logs métricas traces três pilares observabilidade sistemas distribuídos
Kubernetes Deployments,"Criando, atualizando e escalando aplicações no Kubernetes com Deployments e Services.",DevOps,"Kubernetes Deployments. Criando, atualizando e escalando aplicações no Kubernetes com Deployments e Services.",13,109,kubernetes deployments criando atualizando escalando aplicações kubernetes deployments services
Automação de infraestrutura,Usando Ansible e Terraform juntos para provisionar e configurar servidores.,DevOps,Automação de infraestrutura. Usando Ansible e Terraform juntos para provisionar e configurar servidores.,13,104,automação infraestrutura usando ansible terraform juntos provisionar configurar servidores
Pipeline CI/CD completo,"Build, testes, análise de código e deploy automatizado com GitHub Actions.",DevOps,"Pipeline CI/CD completo. Build, testes, análise de código e deploy automatizado com GitHub Actions.",14,99,pipeline completo build testes análise código deploy automatizado github actions
Docker multi-stage builds,Reduzindo tamanho de imagens Docker com builds multi-stage e boas práticas.,DevOps,Docker multi-stage builds. Reduzindo tamanho de imagens Docker com builds multi-stage e boas práticas.,14,102,docker multi stage builds reduzindo tamanho imagens docker builds multi stage boas práticas
Kubernetes Services e Ingress,"Expondo aplicações no cluster com ClusterIP, NodePort, LoadBalancer e Ingress.",DevOps,"Kubernetes Services e Ingress. Expondo aplicações no cluster com ClusterIP, NodePort, LoadBalancer e Ingress.",14,109,kubernetes services ingress expondo aplicações cluster clusterip nodeport loadbalancer ingress
Infraestrutura como código com Terraform,Criando e versionando infraestrutura de nuvem de forma declarativa e reprodutível.,DevOps,Infraestrutura como código com Terraform. Criando e versionando infraestrutura de nuvem de forma declarativa e reprodutível.,16,124,infraestrutura código terraform criando versionando infraestrutura nuvem forma declarativa reprodutível
Estratégias de deploy,"Blue-green, canary e rolling updates: como liberar versões com baixo risco.",DevOps,"Estratégias de deploy. Blue-green, canary e rolling updates: como liberar versões com baixo risco.",14,98,estratégias deploy blue green canary rolling updates liberar versões baixo risco
Observabilidade com logs e métricas,Centralizando logs e métricas para troubleshooting de aplicações em produção.,DevOps,Observabilidade com logs e métricas. Centralizando logs e métricas para troubleshooting de aplicações em produção.,15,114,observabilidade logs métricas centralizando logs métricas troubleshooting aplicações produção
Gerenciamento de secrets,Usando vaults e secrets managers para não expor credenciais em código ou pipelines.,DevOps,Gerenciamento de secrets. Usando vaults e secrets managers para não expor credenciais em código ou pipelines.,16,109,gerenciamento secrets usando vaults secrets managers expor credenciais código pipelines
Healthcheck em containers,Configurando HEALTHCHECK em Docker e probes de liveness/readiness no Kubernetes.,DevOps,Healthcheck em containers. Configurando HEALTHCHECK em Docker e probes de liveness/readiness no Kubernetes.,13,107,healthcheck containers configurando healthcheck docker probes liveness readiness kubernetes
